date,day_of_week,meal_type,is_holiday_or_event,expected_attendance,actual_attendance,planned_prep_kg,actual_consumed_kg,discarded_kg,waste_percentage,is_high_waste,optimal_prep_kg
2025-04-14,Monday,dinner,0,524,560,247.37,232.25,15.12,6.11,0,239.22
2025-04-15,Tuesday,breakfast,0,483,472,156.35,150.1,6.25,4.0,0,154.6
2025-04-15,Tuesday,lunch,0,648,638,284.33,270.56,13.77,4.84,0,278.68
2025-04-15,Tuesday,dinner,0,516,561,248.62,224.81,23.81,9.58,0,231.55
2025-04-16,Wednesday,breakfast,1,497,515,153.35,126.15,27.2,17.74,1,129.93
2025-04-16,Wednesday,lunch,1,637,676,288.79,277.24,11.55,4.0,0,285.56
2025-04-16,Wednesday,dinner,1,530,588,243.4,196.01,47.39,19.47,1,201.89
2025-04-17,Thursday,breakfast,0,495,505,152.09,146.01,6.08,4.0,0,150.39
2025-04-17,Thursday,lunch,0,676,624,300.49,259.62,40.87,13.6,1,267.41
2025-04-17,Thursday,dinner,0,545,615,265.3,254.69,10.61,4.0,0,262.33
2025-04-18,Friday,breakfast,0,420,389,133.76,71.71,62.05,46.39,1,73.86
2025-04-18,Friday,lunch,0,592,640,260.94,213.73,47.21,18.09,1,220.14
2025-04-18,Friday,dinner,0,479,464,225.63,188.46,37.17,16.47,1,194.11
2025-04-19,Saturday,breakfast,0,271,249,87.29,75.48,11.81,13.53,1,77.74
2025-04-19,Saturday,lunch,0,398,374,180.46,121.92,58.54,32.44,1,125.58
2025-04-19,Saturday,dinner,0,335,342,157.19,145.95,11.24,7.15,0,150.33
2025-04-20,Sunday,breakfast,0,253,240,79.54,74.75,4.79,6.02,0,76.99
2025-04-20,Sunday,lunch,0,354,338,161.49,155.03,6.46,4.0,0,159.68
2025-04-20,Sunday,dinner,0,278,270,127.52,86.8,40.72,31.93,1,89.4
2025-04-21,Monday,breakfast,0,511,514,160.49,124.67,35.82,22.32,1,128.41
2025-04-21,Monday,lunch,0,653,635,299.36,267.78,31.58,10.55,0,275.81
2025-04-21,Monday,dinner,0,565,592,256.97,204.27,52.7,20.51,1,210.4
2025-04-22,Tuesday,breakfast,0,468,451,151.35,120.89,30.46,20.13,1,124.52
2025-04-22,Tuesday,lunch,0,612,627,272.16,261.27,10.89,4.0,0,269.11
2025-04-22,Tuesday,dinner,0,529,551,248.79,232.63,16.16,6.5,0,239.61
2025-04-23,Wednesday,breakfast,0,488,485,151.73,145.66,6.07,4.0,0,150.03
2025-04-23,Wednesday,lunch,0,660,643,293.63,248.08,45.55,15.51,1,255.52
2025-04-23,Wednesday,dinner,0,562,536,261.46,227.02,34.44,13.17,1,233.83
2025-04-24,Thursday,breakfast,0,490,484,157.64,140.3,17.34,11.0,0,144.51
2025-04-24,Thursday,lunch,0,648,674,292.51,243.3,49.21,16.82,1,250.6
2025-04-24,Thursday,dinner,0,562,491,257.69,208.42,49.27,19.12,1,214.67
2025-04-25,Friday,breakfast,0,425,421,128.77,123.62,5.15,4.0,0,127.33
2025-04-25,Friday,lunch,0,585,532,262.19,192.16,70.03,26.71,1,197.92
2025-04-25,Friday,dinner,0,477,473,226.64,216.54,10.1,4.46,0,223.04
2025-04-26,Saturday,breakfast,0,242,230,73.51,69.2,4.31,5.86,0,71.28
2025-04-26,Saturday,lunch,0,352,378,152.72,138.42,14.3,9.36,0,142.57
2025-04-26,Saturday,dinner,0,295,289,134.81,107.08,27.73,20.57,1,110.29
2025-04-27,Sunday,breakfast,0,259,261,81.28,53.06,28.22,34.72,1,54.65
2025-04-27,Sunday,lunch,0,374,383,166.67,160.0,6.67,4.0,0,164.8
2025-04-27,Sunday,dinner,0,275,271,128.14,123.01,5.13,4.0,0,126.7
2025-04-28,Monday,breakfast,0,478,498,144.67,138.88,5.79,4.0,0,143.05
2025-04-28,Monday,lunch,0,635,552,274.71,249.39,25.32,9.22,0,256.87
2025-04-28,Monday,dinner,0,534,536,246.08,183.15,62.93,25.57,1,188.64
2025-04-29,Tuesday,breakfast,0,484,498,147.55,90.63,56.92,38.58,1,93.35
2025-04-29,Tuesday,lunch,0,687,646,303.92,256.85,47.07,15.49,1,264.56
2025-04-29,Tuesday,dinner,0,545,591,254.1,212.03,42.07,16.56,1,218.39
2025-04-30,Wednesday,breakfast,0,437,443,141.5,128.63,12.87,9.1,0,132.49
2025-04-30,Wednesday,lunch,0,630,662,286.03,201.28,84.75,29.63,1,207.32
2025-04-30,Wednesday,dinner,0,539,536,256.03,245.79,10.24,4.0,0,253.16
2025-05-01,Thursday,breakfast,0,497,504,157.38,124.98,32.4,20.59,1,128.73
2025-05-01,Thursday,lunch,0,646,607,294.32,245.08,49.24,16.73,1,252.43
2025-05-01,Thursday,dinner,0,586,590,266.63,255.96,10.67,4.0,0,263.64
2025-05-02,Friday,breakfast,0,423,406,130.72,125.49,5.23,4.0,0,129.25
2025-05-02,Friday,lunch,0,600,580,271.9,216.29,55.61,20.45,1,222.78
2025-05-02,Friday,dinner,0,481,487,230.54,180.41,50.13,21.74,1,185.82
2025-05-03,Saturday,breakfast,0,283,272,89.54,59.12,30.42,33.97,1,60.89
2025-05-03,Saturday,lunch,0,341,345,155.76,118.84,36.92,23.7,1,122.41
2025-05-03,Saturday,dinner,0,307,340,139.69,134.1,5.59,4.0,0,138.12
2025-05-04,Sunday,breakfast,0,298,309,94.5,90.72,3.78,4.0,0,93.44
2025-05-04,Sunday,lunch,0,343,328,158.36,119.49,38.87,24.55,1,123.07
2025-05-04,Sunday,dinner,0,272,248,128.98,70.34,58.64,45.46,1,72.45
2025-05-05,Monday,breakfast,0,471,464,151.79,98.82,52.97,34.9,1,101.78
2025-05-05,Monday,lunch,0,652,661,299.33,274.95,24.38,8.14,0,283.2
2025-05-05,Monday,dinner,0,535,542,256.25,246.0,10.25,4.0,0,253.38
2025-05-06,Tuesday,breakfast,0,471,491,149.35,143.38,5.97,4.0,0,147.68
2025-05-06,Tuesday,lunch,0,635,593,294.33,233.84,60.49,20.55,1,240.86
2025-05-06,Tuesday,dinner,0,535,556,246.51,236.65,9.86,4.0,0,243.75
2025-05-07,Wednesday,breakfast,0,496,496,158.13,151.8,6.33,4.0,0,156.35
2025-05-07,Wednesday,lunch,0,650,588,292.55,237.97,54.58,18.66,1,245.11
2025-05-07,Wednesday,dinner,0,549,559,260.76,210.43,50.33,19.3,1,216.74
2025-05-08,Thursday,breakfast,0,479,473,147.5,131.98,15.52,10.52,0,135.94
2025-05-08,Thursday,lunch,0,621,594,284.17,246.89,37.28,13.12,1,254.3
2025-05-08,Thursday,dinner,0,504,522,231.8,222.53,9.27,4.0,0,229.21
2025-05-09,Friday,breakfast,0,444,430,139.78,89.23,50.55,36.16,1,91.91
2025-05-09,Friday,lunch,0,538,525,247.51,184.16,63.35,25.59,1,189.68
2025-05-09,Friday,dinner,0,511,500,247.01,150.54,96.47,39.06,1,155.06
2025-05-10,Saturday,breakfast,0,284,307,85.9,74.43,11.47,13.35,1,76.66
2025-05-10,Saturday,lunch,0,310,329,141.8,135.18,6.62,4.67,0,139.24
2025-05-10,Saturday,dinner,0,273,303,124.43,119.45,4.98,4.0,0,123.03
2025-05-11,Sunday,breakfast,0,285,313,89.76,86.17,3.59,4.0,0,88.76
2025-05-11,Sunday,lunch,0,358,346,164.11,155.59,8.52,5.19,0,160.26
2025-05-11,Sunday,dinner,0,272,271,123.91,118.95,4.96,4.0,0,122.52
2025-05-12,Monday,breakfast,0,446,467,140.04,134.44,5.6,4.0,0,138.47
2025-05-12,Monday,lunch,0,590,584,261.08,204.05,57.03,21.84,1,210.17
2025-05-12,Monday,dinner,0,518,530,247.77,171.94,75.83,30.6,1,177.1
2025-05-13,Tuesday,breakfast,0,437,477,138.38,125.22,13.16,9.51,0,128.98
2025-05-13,Tuesday,lunch,0,615,650,273.23,248.14,25.09,9.18,0,255.58
2025-05-13,Tuesday,dinner,0,556,598,255.65,192.1,63.55,24.86,1,197.86
2025-05-14,Wednesday,breakfast,0,431,419,135.34,129.93,5.41,4.0,0,133.83
2025-05-14,Wednesday,lunch,0,612,607,269.46,258.68,10.78,4.0,0,266.44
2025-05-14,Wednesday,dinner,0,511,501,245.57,224.51,21.06,8.58,0,231.25
2025-05-15,Thursday,breakfast,0,428,366,130.71,106.24,24.47,18.72,1,109.43
2025-05-15,Thursday,lunch,0,595,509,270.93,198.69,72.24,26.66,1,204.65
2025-05-15,Thursday,dinner,0,500,511,237.05,227.57,9.48,4.0,0,234.4
2025-05-16,Friday,breakfast,0,393,399,119.45,114.14,5.31,4.45,0,117.56
2025-05-16,Friday,lunch,0,537,531,236.48,223.71,12.77,5.4,0,230.42
2025-05-16,Friday,dinner,0,454,434,217.52,154.24,63.28,29.09,1,158.87
2025-05-17,Saturday,breakfast,0,276,272,83.87,69.01,14.86,17.72,1,71.08
2025-05-17,Saturday,lunch,0,328,329,146.01,109.27,36.74,25.16,1,112.55
2025-05-17,Saturday,dinner,0,293,288,133.12,125.94,7.18,5.39,0,129.72
2025-05-18,Sunday,breakfast,0,246,254,74.68,71.69,2.99,4.0,0,73.84
2025-05-18,Sunday,lunch,0,295,287,134.34,95.68,38.66,28.78,1,98.55
2025-05-18,Sunday,dinner,0,289,269,140.53,134.91,5.62,4.0,0,138.96
2025-05-19,Monday,breakfast,0,410,433,125.03,112.0,13.03,10.42,0,115.36
2025-05-19,Monday,lunch,0,579,597,260.53,222.7,37.83,14.52,1,229.38
2025-05-19,Monday,dinner,0,481,482,232.08,192.47,39.61,17.07,1,198.24
2025-05-20,Tuesday,breakfast,0,443,451,134.77,129.38,5.39,4.0,0,133.26
2025-05-20,Tuesday,lunch,0,565,482,247.08,179.83,67.25,27.22,1,185.22
2025-05-20,Tuesday,dinner,0,539,586,254.37,203.69,50.68,19.92,1,209.8
2025-05-21,Wednesday,breakfast,0,437,421,140.04,104.26,35.78,25.55,1,107.39
2025-05-21,Wednesday,lunch,0,581,562,255.8,245.12,10.68,4.18,0,252.47
2025-05-21,Wednesday,dinner,0,485,461,232.33,146.95,85.38,36.75,1,151.36
2025-05-22,Thursday,breakfast,0,436,428,136.25,130.78,5.47,4.01,0,134.7
2025-05-22,Thursday,lunch,0,597,594,268.2,202.91,65.29,24.34,1,209.0
2025-05-22,Thursday,dinner,0,492,517,229.46,220.28,9.18,4.0,0,226.89
2025-05-23,Friday,breakfast,0,391,362,120.75,107.92,12.83,10.63,0,111.16
2025-05-23,Friday,lunch,0,546,578,242.79,233.08,9.71,4.0,0,240.07
2025-05-23,Friday,dinner,0,442,460,202.84,194.73,8.11,4.0,0,200.57
2025-05-24,Saturday,breakfast,0,249,259,80.35,66.98,13.37,16.64,1,68.99
2025-05-24,Saturday,lunch,0,309,302,135.31,126.2,9.11,6.73,0,129.99
2025-05-24,Saturday,dinner,0,283,280,134.22,94.8,39.42,29.37,1,97.64
2025-05-25,Sunday,breakfast,0,236,252,76.48,73.42,3.06,4.0,0,75.62
2025-05-25,Sunday,lunch,0,313,330,136.88,131.4,5.48,4.0,0,135.34
2025-05-25,Sunday,dinner,0,263,275,120.73,115.9,4.83,4.0,0,119.38
2025-05-26,Monday,breakfast,0,420,457,135.38,129.96,5.42,4.0,0,133.86
2025-05-26,Monday,lunch,0,571,560,250.1,233.1,17.0,6.8,0,240.09
2025-05-26,Monday,dinner,0,488,532,226.51,217.45,9.06,4.0,0,223.97
2025-05-27,Tuesday,breakfast,0,450,447,140.71,123.12,17.59,12.5,1,126.81
2025-05-27,Tuesday,lunch,0,521,508,227.97,218.85,9.12,4.0,0,225.42
2025-05-27,Tuesday,dinner,0,497,510,227.12,194.02,33.1,14.57,1,199.84
2025-05-28,Wednesday,breakfast,0,414,400,132.14,71.41,60.73,45.96,1,73.55
2025-05-28,Wednesday,lunch,0,587,631,260.2,248.5,11.7,4.5,0,255.96
2025-05-28,Wednesday,dinner,0,503,503,230.29,216.03,14.26,6.19,0,222.51
2025-05-29,Thursday,breakfast,0,397,420,126.16,109.16,17.0,13.47,1,112.43
2025-05-29,Thursday,lunch,0,571,556,258.42,248.08,10.34,4.0,0,255.52
2025-05-29,Thursday,dinner,0,479,525,222.19,213.3,8.89,4.0,0,219.7
2025-05-30,Friday,breakfast,0,350,362,111.05,106.61,4.44,4.0,0,109.81
2025-05-30,Friday,lunch,0,511,504,231.72,172.38,59.34,25.61,1,177.55
2025-05-30,Friday,dinner,0,430,393,207.54,102.42,105.12,50.65,1,105.49
2025-05-31,Saturday,breakfast,0,186,193,60.32,52.23,8.09,13.41,1,53.8
2025-05-31,Saturday,lunch,0,287,283,131.87,120.36,11.51,8.73,0,123.97
2025-05-31,Saturday,dinner,0,270,266,129.31,124.14,5.17,4.0,0,127.86
2025-06-01,Sunday,breakfast,0,218,225,66.47,58.65,7.82,11.76,0,60.41
2025-06-01,Sunday,lunch,0,313,341,136.18,97.83,38.35,28.16,1,100.76
2025-06-01,Sunday,dinner,0,254,233,117.77,110.57,7.2,6.11,0,113.89
2025-06-02,Monday,breakfast,0,434,471,139.92,134.32,5.6,4.0,0,138.35
2025-06-02,Monday,lunch,0,541,543,250.95,201.98,48.97,19.51,1,208.04
2025-06-02,Monday,dinner,0,472,499,215.11,206.51,8.6,4.0,0,212.71
2025-06-03,Tuesday,breakfast,0,438,443,140.59,134.97,5.62,4.0,0,139.02
2025-06-03,Tuesday,lunch,0,556,583,249.4,169.89,79.51,31.88,1,174.99
2025-06-03,Tuesday,dinner,0,456,489,216.06,193.33,22.73,10.52,0,199.13
2025-06-04,Wednesday,breakfast,0,411,430,129.88,124.68,5.2,4.0,0,128.42
2025-06-04,Wednesday,lunch,0,586,556,262.76,248.52,14.24,5.42,0,255.98
2025-06-04,Wednesday,dinner,0,464,444,218.07,199.67,18.4,8.44,0,205.66
2025-06-05,Thursday,breakfast,0,416,446,130.52,125.3,5.22,4.0,0,129.06
2025-06-05,Thursday,lunch,0,538,543,236.8,202.88,33.92,14.32,1,208.97
2025-06-05,Thursday,dinner,0,424,419,195.12,115.33,79.79,40.89,1,118.79
2025-06-06,Friday,breakfast,0,341,353,104.7,95.22,9.48,9.05,0,98.08
2025-06-06,Friday,lunch,0,496,522,223.35,190.71,32.64,14.61,1,196.43
2025-06-06,Friday,dinner,0,384,386,186.2,141.07,45.13,24.24,1,145.3
2025-06-07,Saturday,breakfast,1,326,311,101.1,91.26,9.84,9.73,0,94.0
2025-06-07,Saturday,lunch,1,462,462,206.88,173.74,33.14,16.02,1,178.95
2025-06-07,Saturday,dinner,1,361,336,168.74,97.42,71.32,42.27,1,100.34
2025-06-08,Sunday,breakfast,0,232,237,73.32,70.39,2.93,4.0,0,72.5
2025-06-08,Sunday,lunch,0,292,294,132.56,106.76,25.8,19.46,1,109.96
2025-06-08,Sunday,dinner,0,252,240,118.17,85.88,32.29,27.33,1,88.46
2025-06-09,Monday,breakfast,0,407,437,123.72,111.63,12.09,9.77,0,114.98
2025-06-09,Monday,lunch,0,546,528,252.33,242.24,10.09,4.0,0,249.51
2025-06-09,Monday,dinner,0,491,519,222.88,154.98,67.9,30.46,1,159.63
2025-06-10,Tuesday,breakfast,0,427,431,134.98,128.9,6.08,4.5,0,132.77
2025-06-10,Tuesday,lunch,0,563,564,245.78,200.4,45.38,18.46,1,206.41
2025-06-10,Tuesday,dinner,0,467,462,216.46,207.8,8.66,4.0,0,214.03
2025-06-11,Wednesday,breakfast,0,404,364,128.77,115.25,13.52,10.5,0,118.71
2025-06-11,Wednesday,lunch,0,571,583,259.33,248.96,10.37,4.0,0,256.43
2025-06-11,Wednesday,dinner,0,454,432,217.97,148.34,69.63,31.94,1,152.79
2025-06-12,Thursday,breakfast,0,442,436,141.8,82.42,59.38,41.88,1,84.89
2025-06-12,Thursday,lunch,0,539,489,243.22,229.96,13.26,5.45,0,236.86
2025-06-12,Thursday,dinner,0,490,517,228.43,207.97,20.46,8.96,0,214.21
2025-06-13,Friday,breakfast,0,349,332,105.74,85.82,19.92,18.84,1,88.39
2025-06-13,Friday,lunch,0,524,560,232.08,218.94,13.14,5.66,0,225.51
2025-06-13,Friday,dinner,0,409,431,193.85,145.32,48.53,25.03,1,149.68
2025-06-14,Saturday,breakfast,0,204,197,66.2,63.55,2.65,4.0,0,65.46
2025-06-14,Saturday,lunch,0,296,295,128.13,97.7,30.43,23.75,1,100.63
2025-06-14,Saturday,dinner,0,270,270,125.96,92.65,33.31,26.44,1,95.43
2025-06-15,Sunday,breakfast,1,326,296,105.16,77.63,27.53,26.18,1,79.96
2025-06-15,Sunday,lunch,1,459,451,207.14,138.74,68.4,33.02,1,142.9
2025-06-15,Sunday,dinner,1,349,358,160.11,99.26,60.85,38.01,1,102.24
2025-06-16,Monday,breakfast,0,453,503,144.72,135.33,9.39,6.49,0,139.39
2025-06-16,Monday,lunch,0,583,552,255.49,191.87,63.62,24.9,1,197.63
2025-06-16,Monday,dinner,0,471,459,217.92,194.74,23.18,10.64,0,200.58
2025-06-17,Tuesday,breakfast,0,430,450,131.37,84.94,46.43,35.34,1,87.49
2025-06-17,Tuesday,lunch,0,602,574,269.48,239.65,29.83,11.07,0,246.84
2025-06-17,Tuesday,dinner,0,494,542,227.42,218.32,9.1,4.0,0,224.87
2025-06-18,Wednesday,breakfast,0,412,409,128.98,83.34,45.64,35.39,1,85.84
2025-06-18,Wednesday,lunch,0,567,574,260.73,250.3,10.43,4.0,0,257.81
2025-06-18,Wednesday,dinner,0,484,474,221.57,177.0,44.57,20.12,1,182.31
2025-06-19,Thursday,breakfast,0,441,438,143.05,96.96,46.09,32.22,1,99.87
2025-06-19,Thursday,lunch,0,588,586,265.09,183.49,81.6,30.78,1,188.99
2025-06-19,Thursday,dinner,0,464,478,216.5,176.49,40.01,18.48,1,181.78
2025-06-20,Friday,breakfast,0,340,393,107.21,102.92,4.29,4.0,0,106.01
2025-06-20,Friday,lunch,0,504,514,233.15,223.82,9.33,4.0,0,230.53
2025-06-20,Friday,dinner,0,430,426,207.39,199.09,8.3,4.0,0,205.06
2025-06-21,Saturday,breakfast,0,231,229,72.5,69.6,2.9,4.0,0,71.69
2025-06-21,Saturday,lunch,0,327,330,141.46,135.8,5.66,4.0,0,139.87
2025-06-21,Saturday,dinner,0,262,274,120.03,115.23,4.8,4.0,0,118.69
2025-06-22,Sunday,breakfast,0,217,202,69.53,47.53,22.0,31.64,1,48.96
2025-06-22,Sunday,lunch,0,302,293,130.6,125.38,5.22,4.0,0,129.14
2025-06-22,Sunday,dinner,0,282,289,134.93,129.53,5.4,4.0,0,133.42
2025-06-23,Monday,breakfast,0,420,434,134.22,128.85,5.37,4.0,0,132.72
2025-06-23,Monday,lunch,0,584,615,253.94,215.73,38.21,15.05,1,222.2
2025-06-23,Monday,dinner,0,489,448,222.89,136.96,85.93,38.55,1,141.07
2025-06-24,Tuesday,breakfast,0,419,412,134.29,115.98,18.31,13.63,1,119.46
2025-06-24,Tuesday,lunch,0,592,578,265.23,223.59,41.64,15.7,1,230.3
2025-06-24,Tuesday,dinner,0,506,529,230.38,216.2,14.18,6.16,0,222.69
2025-06-25,Wednesday,breakfast,0,423,401,130.58,96.97,33.61,25.74,1,99.88
2025-06-25,Wednesday,lunch,0,599,593,264.93,182.38,82.55,31.16,1,187.85
2025-06-25,Wednesday,dinner,0,492,493,233.15,207.86,25.29,10.85,0,214.1
2025-06-26,Thursday,breakfast,0,467,436,142.51,122.25,20.26,14.22,1,125.92
2025-06-26,Thursday,lunch,0,607,673,274.36,217.1,57.26,20.87,1,223.61
2025-06-26,Thursday,dinner,0,503,490,232.25,222.96,9.29,4.0,0,229.65
2025-06-27,Friday,breakfast,0,409,413,128.45,123.31,5.14,4.0,0,127.01
2025-06-27,Friday,lunch,0,538,524,237.09,151.96,85.13,35.91,1,156.52
2025-06-27,Friday,dinner,0,450,457,204.94,161.63,43.31,21.13,1,166.48
2025-06-28,Saturday,breakfast,0,228,240,68.95,59.69,9.26,13.43,1,61.48
2025-06-28,Saturday,lunch,0,327,342,141.92,115.61,26.31,18.54,1,119.08
2025-06-28,Saturday,dinner,0,294,281,136.48,112.65,23.83,17.46,1,116.03
2025-06-29,Sunday,breakfast,1,342,354,105.82,90.48,15.34,14.5,1,93.19
2025-06-29,Sunday,lunch,1,482,486,214.92,187.8,27.12,12.62,1,193.43
2025-06-29,Sunday,dinner,1,421,419,196.45,188.59,7.86,4.0,0,194.25
2025-06-30,Monday,breakfast,0,478,500,144.59,138.81,5.78,4.0,0,142.97
2025-06-30,Monday,lunch,0,583,588,266.05,237.61,28.44,10.69,0,244.74
2025-06-30,Monday,dinner,0,511,516,236.91,224.06,12.85,5.42,0,230.78
2025-07-01,Tuesday,breakfast,0,446,436,138.47,125.13,13.34,9.63,0,128.88
2025-07-01,Tuesday,lunch,0,603,621,268.85,194.69,74.16,27.58,1,200.53
2025-07-01,Tuesday,dinner,0,508,472,231.32,151.44,79.88,34.53,1,155.98
2025-07-02,Wednesday,breakfast,0,445,477,142.76,124.1,18.66,13.07,1,127.82
2025-07-02,Wednesday,lunch,0,615,603,283.0,271.68,11.32,4.0,0,279.83
2025-07-02,Wednesday,dinner,0,528,499,250.28,183.66,66.62,26.62,1,189.17
2025-07-03,Thursday,breakfast,0,449,477,138.95,133.39,5.56,4.0,0,137.39
2025-07-03,Thursday,lunch,0,586,634,266.53,255.87,10.66,4.0,0,263.55
2025-07-03,Thursday,dinner,0,515,492,234.61,157.99,76.62,32.66,1,162.73
2025-07-04,Friday,breakfast,0,414,393,127.68,80.07,47.61,37.29,1,82.47
2025-07-04,Friday,lunch,0,529,523,235.37,126.39,108.98,46.3,1,130.18
2025-07-04,Friday,dinner,0,517,537,234.68,225.29,9.39,4.0,0,232.05
2025-07-05,Saturday,breakfast,0,253,278,78.27,75.14,3.13,4.0,0,77.39
2025-07-05,Saturday,lunch,0,353,365,158.38,140.79,17.59,11.11,0,145.01
2025-07-05,Saturday,dinner,0,292,306,137.53,112.62,24.91,18.11,1,116.0
2025-07-06,Sunday,breakfast,0,230,213,69.56,66.78,2.78,4.0,0,68.78
2025-07-06,Sunday,lunch,0,313,323,139.8,134.21,5.59,4.0,0,138.24
2025-07-06,Sunday,dinner,0,257,246,117.14,90.52,26.62,22.72,1,93.24
2025-07-07,Monday,breakfast,0,451,488,141.17,134.02,7.15,5.06,0,138.04
2025-07-07,Monday,lunch,0,623,630,288.33,244.22,44.11,15.3,1,251.55
2025-07-07,Monday,dinner,0,516,498,236.5,188.32,48.18,20.37,1,193.97
2025-07-08,Tuesday,breakfast,0,495,508,156.1,149.86,6.24,4.0,0,154.36
2025-07-08,Tuesday,lunch,0,618,577,280.31,269.1,11.21,4.0,0,277.17
2025-07-08,Tuesday,dinner,0,515,482,249.48,193.57,55.91,22.41,1,199.38
2025-07-09,Wednesday,breakfast,0,435,442,132.15,126.86,5.29,4.0,0,130.67
2025-07-09,Wednesday,lunch,0,612,675,267.01,256.33,10.68,4.0,0,264.02
2025-07-09,Wednesday,dinner,0,546,546,260.13,167.16,92.97,35.74,1,172.17
2025-07-10,Thursday,breakfast,0,470,461,150.62,144.6,6.02,4.0,0,148.94
2025-07-10,Thursday,lunch,0,594,577,259.76,227.93,31.83,12.25,1,234.77
2025-07-10,Thursday,dinner,0,508,501,231.28,222.03,9.25,4.0,0,228.69
2025-07-11,Friday,breakfast,0,435,436,134.07,128.71,5.36,4.0,0,132.57
2025-07-11,Friday,lunch,0,611,569,265.38,233.16,32.22,12.14,1,240.15
2025-07-11,Friday,dinner,0,485,498,234.79,188.9,45.89,19.55,1,194.57
2025-07-12,Saturday,breakfast,0,271,271,86.55,74.73,11.82,13.66,1,76.97
2025-07-12,Saturday,lunch,0,325,309,147.06,139.0,8.06,5.48,0,143.17
2025-07-12,Saturday,dinner,0,278,284,131.38,119.15,12.23,9.31,0,122.72
2025-07-13,Sunday,breakfast,0,294,303,90.41,81.7,8.71,9.63,0,84.15
2025-07-13,Sunday,lunch,0,326,335,144.19,138.42,5.77,4.0,0,142.57
2025-07-13,Sunday,dinner,0,313,310,142.28,111.26,31.02,21.8,1,114.6
2025-07-14,Monday,breakfast,0,522,515,159.24,124.68,34.56,21.7,1,128.42
2025-07-14,Monday,lunch,0,609,568,277.79,172.56,105.23,37.88,1,177.74
2025-07-14,Monday,dinner,0,507,532,243.39,233.65,9.74,4.0,0,240.66
2025-07-15,Tuesday,breakfast,0,450,481,138.5,104.74,33.76,24.38,1,107.88
2025-07-15,Tuesday,lunch,0,643,612,282.32,252.65,29.67,10.51,0,260.23
2025-07-15,Tuesday,dinner,0,542,500,256.42,246.16,10.26,4.0,0,253.54
2025-07-16,Wednesday,breakfast,0,515,517,158.99,152.63,6.36,4.0,0,157.21
2025-07-16,Wednesday,lunch,0,638,683,285.34,256.59,28.75,10.08,0,264.29
2025-07-16,Wednesday,dinner,0,518,517,245.25,197.21,48.04,19.59,1,203.13
2025-07-17,Thursday,breakfast,0,463,454,140.75,135.12,5.63,4.0,0,139.17
2025-07-17,Thursday,lunch,0,593,598,271.56,222.03,49.53,18.24,1,228.69
2025-07-17,Thursday,dinner,0,568,597,270.14,259.33,10.81,4.0,0,267.11
2025-07-18,Friday,breakfast,0,401,407,125.08,120.08,5.0,4.0,0,123.68
2025-07-18,Friday,lunch,0,531,511,234.56,173.03,61.53,26.23,1,178.22
2025-07-18,Friday,dinner,0,508,478,243.09,192.34,50.75,20.88,1,198.11
2025-07-19,Saturday,breakfast,0,289,273,92.01,60.08,31.93,34.7,1,61.88
2025-07-19,Saturday,lunch,0,347,355,154.02,147.86,6.16,4.0,0,152.3
2025-07-19,Saturday,dinner,0,268,259,126.47,112.92,13.55,10.71,0,116.31
2025-07-20,Sunday,breakfast,0,251,257,80.29,77.08,3.21,4.0,0,79.39
2025-07-20,Sunday,lunch,0,359,330,163.3,147.7,15.6,9.55,0,152.13
2025-07-20,Sunday,dinner,0,295,298,138.91,76.99,61.92,44.58,1,79.3
2025-07-21,Monday,breakfast,0,489,515,152.93,146.81,6.12,4.0,0,151.21
2025-07-21,Monday,lunch,0,653,669,297.33,250.64,46.69,15.7,1,258.16
2025-07-21,Monday,dinner,0,565,549,262.84,251.33,11.51,4.38,0,258.87
2025-07-22,Tuesday,breakfast,0,495,514,157.75,151.44,6.31,4.0,0,155.98
2025-07-22,Tuesday,lunch,0,650,572,284.19,226.23,57.96,20.39,1,233.02
2025-07-22,Tuesday,dinner,0,565,588,263.58,244.48,19.1,7.25,0,251.81
2025-07-23,Wednesday,breakfast,0,495,514,158.75,118.18,40.57,25.56,1,121.73
2025-07-23,Wednesday,lunch,0,659,660,285.78,274.35,11.43,4.0,0,282.58
2025-07-23,Wednesday,dinner,0,552,545,265.23,239.16,26.07,9.83,0,246.33
2025-07-24,Thursday,breakfast,0,443,467,135.27,104.67,30.6,22.62,1,107.81
2025-07-24,Thursday,lunch,0,628,639,287.31,275.82,11.49,4.0,0,284.09
2025-07-24,Thursday,dinner,0,565,526,267.14,223.49,43.65,16.34,1,230.19
2025-07-25,Friday,breakfast,0,425,403,131.88,90.64,41.24,31.27,1,93.36
2025-07-25,Friday,lunch,0,553,583,251.86,209.23,42.63,16.93,1,215.51
2025-07-25,Friday,dinner,0,493,475,230.79,221.56,9.23,4.0,0,228.21
2025-07-26,Saturday,breakfast,0,244,259,74.09,71.13,2.96,4.0,0,73.26
2025-07-26,Saturday,lunch,0,353,377,159.64,153.25,6.39,4.0,0,157.85
2025-07-26,Saturday,dinner,0,295,275,141.26,109.84,31.42,22.24,1,113.14
2025-07-27,Sunday,breakfast,0,256,249,83.04,48.95,34.09,41.05,1,50.42
2025-07-27,Sunday,lunch,0,356,342,155.84,149.61,6.23,4.0,0,154.1
2025-07-27,Sunday,dinner,0,290,280,134.92,129.52,5.4,4.0,0,133.41
